Name,Qentry,Lattitude,Longitude,Marker,InfoWindow,EssayTitle,EssayLink,NextTitle,OtherLink
sbobo02,7,15.8269,88.753,Livingston Guatemala,A place where a genocide took place so you can document the causes and impacts,"Guatemala
",https://docs.google.com/document/d/1rReQulHd2lFMf4k1P8493qxMSVnA-gmNIdTvdR5eg9s/edit#bookmark=id.wkdtfu207xnn,Costa Rica,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.mhh5qwque1t8
George02,19,10.30289,84.795139,"Monteverde Cloud Forest, Costa Rica",An ecotourism destination,Costa Rica,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.mhh5qwque1t8,Chile,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.qm539m383gb9
George01,76,23.865233,69.137419,Atacama Desert,A place where mankind has had to deal with either too little or too much water,The most dry dessert,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.qm539m383gb9,Central Africa,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.y3wp0z889fsz
Zoe03,13,6.380866,21.90862,Central Africa Republic,A place where there has been unrest regarding social justice issues,Central Africa Rape,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.y3wp0z889fsz,Angola,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.pia5pdalwtgg
Seth04,8,11.516165,17.651129,Angola,A place where there is conflict over resources,Conflict over Blood Diamonds in Angola,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.pia5pdalwtgg,Namibia,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.vpqm27n5qs2n
Sbobo03,14,23.930861,14.578213,Namibia,"A desert, a trail, or a mountain range",Namib Desert,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.vpqm27n5qs2n,South Africa,https://docs.google.com/document/d/1rReQulHd2lFMf4k1P8493qxMSVnA-gmNIdTvdR5eg9s/edit#bookmark=id.yowes44vcoco
Sbobo05,24,34.296332,18.436159,"Cape town, South Africa",An ancient seaport,The cape of good hope,https://docs.google.com/document/d/1rReQulHd2lFMf4k1P8493qxMSVnA-gmNIdTvdR5eg9s/edit#bookmark=id.yowes44vcoco,"Kimberley,South Africa",https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.y7o52z4i6poi
Sbobo04,55,28.738619,24.75532,Kimberley,A mining system(ancient or modern),"Kimberley, South Africa",https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.y7o52z4i6poi,Swaziland,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.2aso74v1w2pc
Zoe04,9,26.311048,31.138641,"Mbabane, Swaziland",A destination in one of the international student's countries,Swaziland,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.2aso74v1w2pc,Zimbabwe,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.qyisousik46i
George02,26,18.93,27.7593,"Lupane, Zimbabwe",A destination where poverty is having a significant impact,Zimbabwe,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.qyisousik46i,Zimbabwe,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.o9j2y6qa3z2c
Sbobo02,11,17.8252,31.0335,"Harare, Zimbabwe",A place where there is current political conflict,Zimbabwe,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.o9j2y6qa3z2c,Madagascar,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.n9pzzelwi4oy
Seth03,58,23.3516,43.6855,"Toliara, Madagascar",A place where you can find a species that is only endemic to one specific region,Madagascar,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.n9pzzelwi4oy,Mauritius,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.p6afkot26dxe
Sbobo01,42,20.1609,57.5012,"Port Louis, Mauritius","Some place where a species used to live,but has now gone extinct due to mankind",Mauritius,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.p6afkot26dxe,Indian Ocean,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.20nznksn9t46
Ashlyn01,25,33.1376,81.8262,Lost City of Atlantis,An underwater archeology site,Lost City of Atlantis,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.20nznksn9t46,Indonesia,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.319ornbrarmw
Zoe01,6,6.1021,105.423,"Krakatoa, Indonesia",A place where an eruption once occurred,Indonesia,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.319ornbrarmw,Malaysia,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.2k14g5dec39s
Sbobo01,47,2.7902,104.1698,Tioman Island,"A destination where you can go reef, sponge, or pearl diving",Malaysia,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.2k14g5dec39s,India,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.4zy39swls7s0
George04,52,19.076,72.8777,Bombay,A place where you can take a boat or barge ride up or down a river,India,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.4zy39swls7s0,Soudi Arabia,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.6fmyhrc58qhq
Jessica01,1,21.3891,39.8579,"Mecca, Saudi Arabia",A destination of religious significance(ancient or modern),Islam in Saudi Arabia,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.6fmyhrc58qhq,Menkaure Egypt,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.y01j9znlrcuy
Seth03,54,29.9724,31.1283,"Pyramid of menkaure, Egypt",A monument,Pyramid of Menkaure,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.y01j9znlrcuy,Libya,https://docs.google.com/document/d/1rReQulHd2lFMf4k1P8493qxMSVnA-gmNIdTvdR5eg9s/edit#bookmark=id.i2bhi4za5k0v
Tyler05,61,32.8872,13.1913,"Tripoli, Libya",A place where you can eat like a local in a place most tourists won't visit,Libya,https://docs.google.com/document/d/1rReQulHd2lFMf4k1P8493qxMSVnA-gmNIdTvdR5eg9s/edit#bookmark=id.i2bhi4za5k0v,Girona Spain,https://docs.google.com/document/d/1rReQulHd2lFMf4k1P8493qxMSVnA-gmNIdTvdR5eg9s/edit#bookmark=id.dp0mlf8el7im
Zoe05,60,41.9794,2.8214,"Girona, Spain",A gastronomic-tourism destination,"El Celler de Can Roca, Girona, Spain.",https://docs.google.com/document/d/1rReQulHd2lFMf4k1P8493qxMSVnA-gmNIdTvdR5eg9s/edit#bookmark=id.dp0mlf8el7im,Iceland,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.g9tska6pcy9p
Tyler01,59,63.4186,19.006,"Vik, Iceland","A place where meat, fish, or other food is preserved in an interesting way.",Hakarl,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.g9tska6pcy9p,Atlantic Ocean,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.kj4bp6hxmpxr
Sbobo03,43,41.726931,-49.948253,Titanic Shipwreck,A destination on the seas,RMS Titanic,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.kj4bp6hxmpxr,Iceland,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.s5iqqog5tj0o
Ashlyn04,45,64.1265,21.8174,"Reykjavik, Iceland",A place that is thermally active,Iceland,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.s5iqqog5tj0o,Lascaux France,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.i510j8k1hkxl
Ashlyn03,67,45.0539,1.1677,"Lascaux, France",A destination where you can view ancient cave paintings,Cave paintings in Lascaux France,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.i510j8k1hkxl,Paris France,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.iw2nxuxh874
Sbobo01,37,48.8566,2.3522,"Paris, France",A tourist destination in a major European city,Paris France,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.iw2nxuxh874,Lorraine France,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.onjoxaffv690
Tyler04,27,48.8744,6.2081,"Lorraine, France",A place where you can taste an indigenous fruit,Mirabella Plum from Lorraine France,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.onjoxaffv690,Italy,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.d0jl30ni0nw9
Jessica03,29,45.4408,12.3155,Venice Italy,A museum or other specific exhibition of interest,Treasures from the wreck of the unbelievable in Venis,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.d0jl30ni0nw9,Greece,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.nhaj6qtbtgkd
Ashlyn03,83,39.0742,21.8243,Greece,A refugee camp,Refugee Camp,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.nhaj6qtbtgkd,Greece,https://docs.google.com/document/d/1rReQulHd2lFMf4k1P8493qxMSVnA-gmNIdTvdR5eg9s/edit#bookmark=id.riogiwseof04
Tyler05,48,37.9838,24.7275,"Athens, Greece",A destination where you can detial the significance of an ancient artifact,"Athens, Greece",https://docs.google.com/document/d/1rReQulHd2lFMf4k1P8493qxMSVnA-gmNIdTvdR5eg9s/edit#bookmark=id.riogiwseof04,Finland,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.b80lcv7q2luw
Zoe02,64,67.92222,26.5046,"Lapland, Finland",A destination where you must do something out of your comfort zone,Lapland Finland,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.b80lcv7q2luw,Lebanon,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.j5i75hcyuiqu
Tyler01,28,33.8938,35.5018,"Beirut, Lebanon",A destination that is the birthplace of a famous person,Beirut Lebanon,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.j5i75hcyuiqu,Syria,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.ikbo2q1ic1p5
Jessica04,57,34.5077,38.2922,"Palmyra, Syria",An ancient monument that has been damaged,Palmyra Syria,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.ikbo2q1ic1p5,Syria,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.hu2mljkjem1
George03,31,34.8021,38.9968,Syria,A place at war or in political conflict ,Syria,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.hu2mljkjem1,Iraq,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.ylhyiq56pdkh
Tyler02,84,33.3128,44.3615,"Baghdad, Iraq",A site of recent terrorist attack,Baghdad,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.ylhyiq56pdkh,Iraq,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.6jn2qp768evt
Jessica02,33,30.5081,47.4835,"Basrah, Iraq",A place where there is an ongoing conflict over water,Water Conflict in Iraq,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.6jn2qp768evt,Afghanistan,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.tcil5lelh17u
Zoe03,52,36.7286,68.8681,"Kunduz, Afghanistan",A place where people have been exploited in the past,Taliban Child Surges,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.tcil5lelh17u,Afghanistan,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.uyb792g72n9p
Ashlyn02,36,34.5553,69.2075,"Kabul, Afghanistan",Some place that is dangerous due to extremism or terrorism,Kabul Afghanistan,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.uyb792g72n9p,Nepal,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.55okeh1zln2e
George04,88,28.3949,84.124,Nepal,Destination of your own Choice,Buddhism in Nepal,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.55okeh1zln2e,China,https://docs.google.com/document/d/1rReQulHd2lFMf4k1P8493qxMSVnA-gmNIdTvdR5eg9s/edit#bookmark=id.15w6esl57sjf
George05,56,30.5728,104.0668,Chengdu China,A place where you can learn about an endangered species and explore its habitat,The new home of Panda,https://docs.google.com/document/d/1rReQulHd2lFMf4k1P8493qxMSVnA-gmNIdTvdR5eg9s/edit#bookmark=id.15w6esl57sjf,Mongolia,https://docs.google.com/document/d/1rReQulHd2lFMf4k1P8493qxMSVnA-gmNIdTvdR5eg9s/edit#bookmark=id.sggm48s4lmh8
Ashlyn05,18,46.8625,103.8467,Mongolia,A herding community,A herding community in Mongolia,https://docs.google.com/document/d/1rReQulHd2lFMf4k1P8493qxMSVnA-gmNIdTvdR5eg9s/edit#bookmark=id.sggm48s4lmh8,Russia,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.xr3938oeqzku
Jessica01,20,63.4641,142.7737,"yakutia, Russia",A place that is dangerous due to geography,"""Pole of Cold"" - Oymyakon in Yakutia",https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.xr3938oeqzku,Beijing China,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.9vl1q1nqy2yr
Jessica02,12,39.9042,116.4074,"Beijing, China",A place where there is a pressing environment issue,Air pollution in Beijing China,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.9vl1q1nqy2yr,Nanjing City China,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.2vsixfcg3e9q
George03,77,32.0603,118.7969,"Nanjing, China",A destination of ancient engineer genius,Flourishing Nanjing City,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.2vsixfcg3e9q,Hainan Island China,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.ongi0nii0kec
Tyler02,86,19.5664,109.9497,"Hainan Dao, China",A place determined by dart,Hainan,https://docs.google.com/document/d/1qVCaBoC4ZKBrJxXuSQFriBb-EzUcCmXvAklrN0ltLEE/edit#bookmark=id.ongi0nii0kec,Hong Kong China,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.9cc5kezgg9jt
Ashlyn04,10,22.3964,114.1095,"Hong Kong, China",A destination in one of the international student's countries,Hong Kong,https://docs.google.com/document/d/18JX9REPi9xc6ApUhSFks0S5JUo3nA3_ZaSm_moaICIY/edit#bookmark=id.9cc5kezgg9jt,Philippines,https://docs.google.com/document/d/1rReQulHd2lFMf4k1P8493qxMSVnA-gmNIdTvdR5eg9s/edit#bookmark=id.6xgugffpg3ny
Ashlyn05,21,9.8349,118.7384,"Palawan Island, Philippines",A cave systerm in Southern Asia,A cave systerm in Southern Asia,https://docs.google.com/document/d/1rReQulHd2lFMf4k1P8493qxMSVnA-gmNIdTvdR5eg9s/edit#bookmark=id.6xgugffpg3ny,Sydney Australia,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.8iummsqy3j2x
Tyler03,16,33.8688,151.2093,"Sydney, Australia",A huge metropolis,Sydney Australia,https://docs.google.com/document/d/1pebVHZv_VxjFX4sp3VT57P70RtmBGdAcJ7-8416pFUs/edit#bookmark=id.8iummsqy3j2x,Suicide Forest Japan,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.6p7b59y648oe
Ashlyn01,66,35.464342,138.657981,"Suicide Forest, Japan",An ancient forest,Suicide Forest Japan,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.6p7b59y648oe,Alaska USA,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.vdv38kzf6ygz
George01,87,71.232,156.2845,"Alaska, USA",Destination of your own Choice,Alaska Native,https://docs.google.com/document/d/1SCFAQNdAFG0qEL1fGS-qPDpiJyVkzlkG-vzJ_XmMUXE/edit#bookmark=id.vdv38kzf6ygz,VT USA(destination),
